Temperature (°C),Humidity (%),Moisture (%),Soil Type,Crop Type,Nitrogen (ppm),Phosphorus (ppm),Potassium (ppm),pH,Rainfall (mm),Pest Level,Recommended Fertilizer,Dosage (kg/acre),Apply_After_Days,Expected Yield (q/ha)
36.9,80,56,Black,Rice,137,22,57,6.4,134,Low,NPK,49.6,9,108.5
31.8,85,30,Red,Maize,60,32,38,7.9,64,High,DAP,63.4,9,64.9
22.4,49,62,Black,Maize,52,34,70,7.6,51,Medium,Urea,61.4,17,95.9
20.7,37,44,Loamy,Tomato,106,28,34,5.9,346,Low,10-26-26,48.1,24,79.2
34.3,41,46,Loamy,Pulses,126,33,54,6.1,268,Low,14-35-14,53.0,8,94.8
24.9,52,25,Black,Soybean,63,36,61,6.2,206,Low,MOP,37.6,11,79.0
20.8,79,21,Black,Tomato,118,54,56,7.2,186,Medium,NPK,50.4,23,81.1
21.6,50,39,Sandy,Soybean,67,66,90,6.5,231,High,14-35-14,55.2,13,77.7
34.1,88,41,Black,Soybean,79,52,71,8.0,328,Medium,MOP,49.1,19,88.2
25.3,77,32,Red,Tomato,151,52,47,7.4,294,Low,NPK,53.3,24,105.3
30.4,53,42,Sandy,Groundnut,75,54,98,6.9,207,Medium,MOP,44.1,16,82.4
24.8,84,70,Sandy,Tomato,132,42,85,8.0,83,Medium,NPK,40.9,25,94.7
22.8,64,55,Red,Cotton,138,58,64,6.9,220,Medium,Potash,34.4,29,99.5
21.9,65,70,Clayey,Pulses,82,39,91,7.1,239,Medium,DAP,63.0,12,112.0
36.6,35,46,Loamy,Pulses,50,33,75,7.3,121,Medium,14-35-14,49.6,12,67.4
20.8,56,41,Loamy,Tomato,88,42,39,7.1,167,Low,10-26-26,35.5,25,83.3
28.8,50,49,Black,Groundnut,153,42,68,6.1,159,Medium,DAP,55.8,9,93.5
29.3,68,26,Red,Pulses,80,63,57,5.3,307,High,MOP,56.8,18,82.5
27.0,80,28,Red,Tomato,119,40,64,7.9,261,Low,NPK,51.5,23,110.8
35.7,46,49,Sandy,Pulses,138,48,65,8.0,311,Low,DAP,65.5,11,80.2
24.7,44,28,Black,Soybean,64,58,42,6.5,337,Medium,MOP,52.0,10,89.4
36.8,41,51,Sandy,Cotton,156,23,63,5.3,337,Low,Potash,45.2,31,79.0
22.3,43,20,Black,Rice,120,79,50,6.2,154,High,NPK,53.5,18,81.6
26.0,39,43,Clayey,Wheat,97,67,48,6.2,125,High,DAP,58.1,13,74.9
23.0,45,32,Sandy,Groundnut,52,50,49,5.6,74,Low,MOP,32.2,7,84.1
25.5,42,39,Loamy,Rice,152,47,34,5.8,274,Medium,Urea,80.8,20,72.1
25.3,73,56,Red,Rice,54,56,53,6.8,232,Medium,Urea,79.3,19,83.4
27.3,66,32,Clayey,Maize,131,41,44,5.4,209,Medium,10-26-26,43.7,13,81.5
20.5,46,28,Sandy,Cotton,68,20,76,6.4,92,High,Potash,32.5,22,71.7
25.1,80,23,Red,Groundnut,92,20,37,5.7,142,Medium,Urea,76.8,19,99.8
32.4,48,29,Loamy,Wheat,66,24,34,7.5,109,Low,DAP,61.0,17,59.6
37.6,85,23,Clayey,Soybean,68,51,83,7.7,176,High,MOP,46.4,13,75.4
37.8,68,23,Red,Groundnut,138,39,85,7.9,306,Medium,Urea,92.9,8,85.6
24.7,59,33,Loamy,Soybean,96,48,40,5.3,135,High,Potash,39.6,12,75.2
32.7,53,23,Black,Wheat,137,48,57,7.0,328,Medium,DAP,74.2,12,97.0
22.4,52,57,Black,Sugarcane,54,61,49,7.7,283,Medium,Urea,74.7,22,79.2
35.6,76,63,Sandy,Rice,145,71,67,6.8,271,Low,DAP,59.8,7,107.1
20.4,36,39,Loamy,Wheat,51,42,71,7.6,76,High,DAP,48.8,17,58.1
29.3,44,67,Loamy,Maize,76,32,97,7.9,172,Low,NPK,43.9,20,85.2
26.4,80,48,Loamy,Maize,112,31,96,8.0,200,Medium,NPK,51.2,17,83.8
32.0,41,64,Red,Groundnut,88,35,59,5.4,96,Low,Urea,63.2,13,96.2
35.0,75,69,Red,Sugarcane,121,33,39,5.5,200,Medium,10-26-26,43.3,27,95.1
32.5,88,23,Clayey,Maize,148,33,68,7.8,187,Medium,10-26-26,44.2,13,111.8
28.5,71,30,Black,Tomato,105,67,72,5.4,111,Medium,NPK,39.4,21,82.8
26.2,67,62,Red,Soybean,150,30,100,8.0,230,Low,14-35-14,45.6,8,109.8
31.6,83,47,Loamy,Groundnut,105,25,90,6.0,160,Medium,MOP,42.7,16,93.6
37.2,37,70,Red,Pulses,129,24,31,7.5,153,Low,MOP,42.3,7,68.3
37.3,86,44,Clayey,Soybean,152,26,33,7.4,263,Low,MOP,47.6,9,78.2
25.1,36,48,Sandy,Sugarcane,90,28,69,7.5,306,Low,Urea,75.3,28,79.6
36.8,70,67,Red,Tomato,159,45,83,5.4,162,Medium,NPK,52.5,31,114.5
29.5,42,23,Red,Maize,106,30,80,7.5,309,High,DAP,79.1,11,59.8
36.1,77,40,Red,Tomato,147,27,31,5.3,189,Low,NPK,59.3,24,72.5
22.3,66,70,Clayey,Tomato,71,55,90,5.7,289,High,Potash,46.8,30,79.8
25.1,36,51,Clayey,Soybean,153,50,77,6.1,251,High,MOP,44.0,13,70.9
33.7,90,40,Clayey,Pulses,140,38,92,8.1,68,Low,DAP,42.1,16,77.5
35.6,73,57,Black,Rice,86,78,58,6.6,336,Low,NPK,58.0,13,89.0
28.0,76,35,Black,Sugarcane,128,58,54,5.8,147,Low,Urea,58.0,24,84.4
35.1,90,22,Loamy,Pulses,145,25,42,7.3,95,High,14-35-14,48.9,16,66.0
33.0,52,35,Clayey,Rice,59,28,73,6.4,77,Medium,Urea,71.8,11,94.9
35.6,81,36,Sandy,Rice,105,46,56,5.4,187,Low,DAP,57.6,8,79.5
27.1,35,69,Clayey,Cotton,136,54,86,7.4,285,Medium,NPK,54.1,31,79.4
32.4,68,47,Red,Sugarcane,101,72,90,7.9,171,High,10-26-26,46.8,27,76.3
35.5,62,29,Red,Cotton,56,56,34,6.3,93,Low,Potash,30.6,28,93.8
29.5,71,56,Clayey,Rice,95,78,86,8.0,78,Low,Urea,48.2,19,97.2
32.9,51,29,Clayey,Pulses,127,28,47,5.4,326,Medium,DAP,78.9,14,99.9
34.9,35,54,Black,Tomato,63,60,79,6.3,66,Low,NPK,37.4,21,83.0
35.4,39,38,Red,Groundnut,114,50,79,8.1,95,High,Urea,68.5,20,85.6
30.5,80,68,Black,Sugarcane,76,31,43,7.6,192,Low,Urea,78.5,34,79.0
20.8,42,39,Sandy,Sugarcane,128,27,80,8.0,61,High,Urea,55.3,34,82.0
21.1,40,36,Loamy,Tomato,120,28,57,5.9,238,Medium,10-26-26,43.5,28,89.6
24.9,73,41,Clayey,Pulses,152,29,31,6.2,218,Low,DAP,58.5,9,92.7
29.0,35,68,Clayey,Wheat,111,30,68,6.8,217,Low,DAP,55.8,19,86.6
21.5,86,20,Sandy,Pulses,155,27,35,6.5,302,Medium,DAP,73.2,10,99.6
32.0,63,60,Red,Sugarcane,125,20,37,6.1,276,Low,10-26-26,44.2,25,78.8
37.0,61,59,Clayey,Maize,91,65,70,7.1,125,Medium,10-26-26,38.5,13,78.6
30.3,65,43,Black,Cotton,74,28,96,7.4,64,Medium,Potash,29.1,22,99.9
22.8,49,61,Sandy,Cotton,55,23,95,5.6,247,Medium,Potash,44.3,31,70.8
33.2,85,36,Red,Groundnut,153,23,78,5.5,317,Low,Urea,78.9,14,99.1
33.2,48,32,Clayey,Rice,152,70,83,5.4,235,Low,Urea,73.1,13,87.1
27.7,59,44,Clayey,Wheat,156,71,35,7.4,112,Medium,DAP,54.3,8,82.8
23.1,35,37,Clayey,Rice,62,34,82,6.7,266,Medium,Urea,82.0,9,85.1
34.6,45,50,Clayey,Rice,55,36,97,7.0,337,Low,Urea,93.6,13,80.5
22.2,55,45,Loamy,Groundnut,106,55,70,7.3,112,Medium,MOP,31.3,13,94.0
32.2,52,43,Red,Wheat,133,33,37,7.4,185,Medium,NPK,51.9,11,80.2
31.5,44,21,Clayey,Cotton,129,28,47,7.1,314,High,NPK,73.3,20,71.1
23.6,74,40,Red,Wheat,85,68,45,7.0,271,High,NPK,61.4,18,65.9
37.4,80,52,Sandy,Wheat,120,28,90,5.2,52,High,Urea,76.0,20,87.6
29.2,84,42,Sandy,Groundnut,65,67,44,6.8,320,High,MOP,57.0,11,66.0
32.9,90,63,Sandy,Wheat,81,64,65,6.8,125,High,Urea,74.1,15,94.4
31.4,43,37,Black,Sugarcane,93,30,64,6.1,267,Low,Urea,83.2,31,75.9
31.9,89,49,Loamy,Rice,60,64,57,6.3,177,Medium,Urea,76.8,11,99.4
20.9,50,29,Red,Soybean,124,43,67,5.9,345,High,14-35-14,56.2,10,72.2
31.7,37,24,Clayey,Pulses,50,78,91,6.0,314,Low,DAP,66.4,13,80.3
21.7,85,42,Loamy,Tomato,159,22,74,8.2,260,Low,10-26-26,41.7,25,81.9
26.4,37,65,Red,Maize,127,47,95,7.0,259,Medium,DAP,64.0,17,94.1
34.8,75,57,Sandy,Wheat,99,35,84,7.7,204,Medium,Urea,77.0,20,84.7
37.1,86,36,Black,Pulses,147,35,50,7.0,170,High,10-26-26,55.9,14,82.3
37.0,84,52,Red,Maize,126,32,91,6.7,62,Medium,DAP,53.0,10,87.3
30.9,53,23,Red,Pulses,92,39,74,5.6,259,High,MOP,48.1,9,83.6
31.3,83,49,Loamy,Wheat,104,57,56,8.0,68,High,DAP,54.2,19,70.0
30.2,86,59,Clayey,Maize,86,73,62,5.5,224,Medium,10-26-26,45.0,18,91.3
27.9,85,63,Loamy,Pulses,147,67,70,7.3,167,Medium,14-35-14,42.1,18,80.1
30.0,90,23,Sandy,Cotton,105,40,83,7.2,345,High,Potash,56.4,35,74.4
30.7,90,47,Red,Sugarcane,60,22,55,8.0,256,High,10-26-26,56.5,28,63.7
22.6,90,36,Loamy,Maize,61,48,60,8.0,204,Low,NPK,44.2,14,106.9
22.1,73,40,Clayey,Cotton,143,31,42,7.9,280,Low,NPK,52.5,20,99.6
31.3,50,43,Red,Maize,88,20,92,6.3,301,High,DAP,85.2,11,70.3
29.5,90,54,Clayey,Sugarcane,118,41,79,8.0,79,Medium,Urea,59.8,22,81.7
23.1,41,62,Black,Rice,53,31,47,7.3,134,Low,NPK,42.4,14,62.9
29.7,58,68,Red,Maize,94,21,97,7.6,52,Low,DAP,49.3,14,87.2
31.0,52,29,Black,Soybean,128,56,77,6.0,162,Medium,MOP,38.8,7,107.3
31.0,88,30,Loamy,Maize,77,78,39,6.9,114,High,NPK,56.0,18,74.4
22.1,51,69,Clayey,Tomato,84,29,32,6.3,83,Low,Potash,28.1,24,100.3
21.8,83,42,Red,Rice,148,69,52,5.9,200,High,Urea,78.7,18,88.5
22.9,82,62,Sandy,Tomato,157,37,77,7.9,245,High,NPK,59.0,35,92.1
29.7,76,54,Black,Cotton,156,50,56,5.9,245,High,Potash,46.1,20,91.8
26.5,63,55,Sandy,Sugarcane,102,56,51,5.4,182,Low,Urea,59.1,26,89.1
33.3,37,22,Red,Pulses,116,28,35,6.5,129,Medium,MOP,41.7,10,79.3
24.7,63,52,Black,Groundnut,141,39,67,7.2,157,Medium,DAP,48.0,15,95.2
37.4,56,44,Black,Tomato,117,64,42,6.2,237,Low,NPK,57.5,26,96.5
26.2,74,61,Loamy,Cotton,159,33,35,7.4,65,High,NPK,49.8,20,79.2
25.2,52,50,Loamy,Wheat,137,61,85,6.9,116,Medium,DAP,50.5,19,82.2
27.5,57,42,Clayey,Pulses,105,62,60,7.3,248,Medium,DAP,65.8,18,111.2
34.7,80,69,Black,Maize,142,24,97,5.9,80,Low,Urea,59.1,11,107.2
22.0,62,24,Black,Wheat,103,66,86,7.9,57,Low,DAP,38.2,14,114.1
22.9,83,39,Loamy,Tomato,68,21,32,7.5,64,High,10-26-26,40.2,32,63.8
35.3,52,57,Sandy,Sugarcane,90,58,44,5.5,256,High,Urea,94.3,24,83.1
21.5,42,28,Black,Rice,115,62,57,8.0,143,High,NPK,52.7,11,81.0
31.7,80,62,Sandy,Wheat,59,54,83,8.0,235,High,Urea,84.5,12,85.7
34.4,61,58,Sandy,Rice,159,33,80,7.7,134,Medium,DAP,52.8,11,107.5
33.3,61,30,Loamy,Cotton,92,62,80,7.9,284,High,NPK,69.1,21,88.8
21.8,88,37,Sandy,Rice,64,38,39,7.9,274,Low,DAP,62.7,7,71.1
23.7,77,51,Black,Groundnut,135,55,74,5.8,191,Low,DAP,47.7,17,84.4
36.4,41,50,Black,Rice,96,79,42,5.5,241,High,NPK,73.9,7,67.8
26.8,62,45,Red,Rice,57,40,47,5.5,199,Medium,Urea,71.8,16,87.3
30.4,62,38,Clayey,Pulses,113,35,53,7.7,180,Medium,DAP,65.1,8,79.8
22.6,81,24,Black,Soybean,69,28,69,5.7,130,High,MOP,39.4,8,69.6
32.9,84,27,Clayey,Wheat,72,60,71,7.9,150,Medium,DAP,61.6,12,89.3
34.4,38,39,Red,Wheat,160,36,70,8.1,167,High,NPK,63.1,11,64.2
36.7,79,68,Black,Sugarcane,103,40,93,6.4,79,Medium,Urea,67.0,33,94.7
26.5,70,62,Black,Maize,156,66,49,6.0,325,Low,Urea,76.7,13,86.5
31.2,41,53,Black,Soybean,69,55,43,7.2,284,High,MOP,50.4,16,72.5
27.5,72,45,Loamy,Wheat,97,29,58,7.2,345,Medium,DAP,72.3,17,99.6
34.9,57,47,Loamy,Soybean,138,29,66,7.5,313,Medium,Potash,42.0,7,111.0
34.3,54,48,Clayey,Rice,138,27,77,7.2,291,Medium,Urea,94.8,14,85.9
22.5,82,22,Loamy,Rice,128,56,35,7.8,264,High,Urea,81.6,14,79.0
33.2,84,60,Clayey,Soybean,126,36,59,8.1,109,Medium,MOP,35.3,20,86.3
37.0,50,56,Clayey,Cotton,64,70,80,5.8,209,Medium,NPK,61.7,22,99.5
31.0,51,51,Sandy,Maize,159,44,52,6.8,284,Medium,NPK,58.7,12,91.3
36.1,65,35,Black,Sugarcane,144,30,63,7.5,182,High,Urea,86.7,33,91.5
24.1,57,63,Red,Tomato,69,20,53,6.5,145,Medium,NPK,53.7,21,88.6
23.3,35,53,Sandy,Wheat,94,75,86,7.8,82,High,Urea,65.6,13,67.4
37.5,58,65,Sandy,Soybean,113,31,53,5.7,301,High,14-35-14,61.0,11,73.3
20.0,79,61,Sandy,Groundnut,122,57,30,7.5,150,Low,MOP,33.0,7,95.8
31.6,41,32,Clayey,Cotton,109,35,87,7.7,144,Medium,NPK,52.8,35,79.8
34.2,78,57,Clayey,Cotton,100,25,30,6.0,249,High,NPK,74.6,25,62.9
30.0,65,49,Black,Groundnut,84,47,97,5.3,312,High,DAP,72.9,10,79.4
30.5,51,51,Loamy,Rice,82,43,95,7.4,208,Medium,Urea,70.9,13,112.5
25.1,61,24,Black,Wheat,87,56,70,5.8,116,High,DAP,50.0,17,87.7
37.8,38,22,Black,Soybean,94,26,52,7.1,348,Low,MOP,51.1,11,91.8
29.8,75,55,Loamy,Maize,96,78,90,6.5,61,Low,NPK,35.4,13,110.9
20.6,74,52,Clayey,Groundnut,64,73,82,5.3,242,Medium,14-35-14,50.1,10,111.9
25.2,77,63,Black,Cotton,141,33,48,7.4,263,Low,Potash,36.4,32,92.9
28.8,89,50,Clayey,Sugarcane,76,77,49,5.6,347,Low,Urea,88.6,26,107.5
37.8,42,49,Black,Wheat,77,62,83,7.9,215,Medium,DAP,59.6,8,101.4
27.4,62,49,Black,Soybean,62,62,92,6.0,250,Medium,MOP,40.7,15,78.2
32.3,87,43,Loamy,Cotton,126,67,43,5.9,111,Medium,NPK,51.1,35,89.0
36.3,82,38,Black,Tomato,158,72,91,5.5,77,Medium,NPK,44.7,28,110.9
21.0,84,24,Black,Soybean,86,61,74,7.7,172,High,MOP,41.0,19,94.1
33.9,45,62,Red,Maize,126,33,78,6.0,349,Medium,DAP,70.9,16,84.5
25.5,62,60,Red,Sugarcane,106,56,44,6.0,72,Medium,10-26-26,34.0,21,108.8
25.3,46,36,Loamy,Soybean,104,39,88,6.0,286,High,Potash,50.0,19,76.8
28.9,86,35,Black,Tomato,134,37,39,6.8,293,Medium,NPK,63.3,32,77.7
29.0,56,62,Red,Maize,76,54,48,7.6,251,High,DAP,82.6,10,81.1
34.1,47,31,Clayey,Pulses,97,64,74,5.7,69,Low,DAP,42.2,18,99.5
33.1,51,57,Black,Pulses,52,59,32,5.3,66,Medium,10-26-26,38.7,18,89.1
30.7,88,28,Loamy,Pulses,148,65,38,6.9,267,High,14-35-14,60.4,8,93.8
37.7,63,51,Clayey,Sugarcane,126,73,43,7.6,246,Medium,Urea,85.1,33,81.9
33.1,76,49,Loamy,Wheat,71,51,38,8.1,156,High,DAP,65.7,18,81.1
34.9,60,27,Red,Soybean,87,22,68,7.5,222,High,14-35-14,56.4,8,66.1
35.8,47,68,Black,Cotton,142,64,74,7.4,121,High,Potash,37.5,32,66.3
33.6,41,49,Clayey,Groundnut,139,78,98,7.2,105,Medium,14-35-14,41.8,7,73.3
23.5,66,59,Black,Maize,90,75,35,6.3,306,Medium,Urea,76.8,9,102.1
25.1,36,68,Red,Cotton,62,32,52,5.3,136,Low,Potash,32.9,26,71.3
30.2,36,31,Black,Sugarcane,135,78,100,8.1,301,Low,Urea,67.8,34,85.5
29.6,71,27,Clayey,Maize,99,26,51,8.1,172,Low,10-26-26,39.6,7,77.7
32.1,88,33,Clayey,Sugarcane,60,31,89,5.5,60,Medium,Urea,70.1,29,94.6
27.4,38,51,Sandy,Cotton,138,63,61,6.6,346,Medium,Potash,43.7,30,86.1
23.6,35,24,Sandy,Wheat,160,57,92,6.3,169,Low,Urea,58.8,11,79.9
33.7,43,65,Red,Pulses,90,76,35,7.6,81,Low,MOP,30.0,15,98.0
30.6,62,49,Black,Wheat,73,69,72,6.8,247,High,DAP,68.7,20,90.3
33.0,83,26,Red,Rice,109,70,97,7.3,215,High,Urea,87.2,15,74.0
26.8,76,37,Sandy,Wheat,56,75,41,6.6,106,Low,Urea,64.1,12,75.0
37.2,75,27,Clayey,Pulses,99,73,71,7.0,103,High,DAP,57.4,16,66.8
26.8,88,38,Black,Pulses,138,46,53,6.9,174,Low,10-26-26,35.8,19,92.5
36.3,89,58,Clayey,Maize,155,21,80,7.1,344,High,10-26-26,69.4,7,79.9
24.8,42,22,Red,Wheat,124,45,88,6.6,230,Low,NPK,42.5,11,75.0
26.4,52,53,Loamy,Cotton,54,55,64,5.6,62,Low,NPK,37.6,31,86.4
32.8,59,27,Sandy,Maize,134,75,73,5.9,228,Low,NPK,51.6,16,84.3
27.3,77,68,Black,Cotton,136,73,30,6.8,345,Low,Potash,39.7,35,103.7
33.1,64,30,Sandy,Soybean,122,56,30,6.4,326,High,14-35-14,69.2,10,79.1
29.9,67,39,Sandy,Wheat,133,42,96,6.9,141,Low,Urea,57.5,7,106.7
27.9,67,26,Loamy,Groundnut,56,73,81,7.8,284,Low,MOP,44.3,12,84.1
26.7,71,65,Clayey,Sugarcane,137,63,100,7.6,231,Low,Urea,68.3,25,117.2
29.4,76,66,Red,Pulses,107,54,42,7.4,106,Low,MOP,31.2,19,91.3
26.4,57,51,Sandy,Pulses,73,42,33,8.2,307,High,DAP,82.1,14,64.5
27.4,38,20,Loamy,Tomato,62,36,55,7.2,172,Medium,10-26-26,46.3,20,92.7
27.4,86,70,Red,Wheat,122,53,64,5.5,206,Low,NPK,43.9,10,84.0
27.3,54,25,Sandy,Groundnut,148,50,49,7.0,158,Low,MOP,34.1,16,86.3
37.5,59,28,Black,Wheat,104,47,40,6.4,112,Medium,DAP,55.3,17,95.1
24.1,82,64,Sandy,Groundnut,80,31,38,6.9,321,Medium,MOP,47.9,17,97.6
37.7,89,63,Clayey,Rice,70,48,66,6.3,143,High,Urea,77.5,10,85.4
34.7,82,31,Red,Rice,67,64,81,6.0,287,High,Urea,101.0,17,66.1
29.5,70,28,Red,Groundnut,60,34,50,7.7,134,High,Urea,82.2,20,68.4
28.4,89,45,Sandy,Sugarcane,118,72,75,8.0,136,High,Urea,63.9,25,83.9
30.5,44,65,Loamy,Groundnut,78,27,72,5.6,210,Low,MOP,40.2,13,69.3
26.1,37,59,Loamy,Groundnut,98,49,90,6.5,329,High,MOP,50.8,15,59.9
36.5,65,22,Sandy,Tomato,60,71,45,7.8,338,Medium,NPK,70.4,31,103.1
25.7,54,38,Red,Soybean,159,49,50,7.0,196,High,14-35-14,50.7,13,88.2
30.3,40,62,Clayey,Cotton,151,38,78,7.3,109,Medium,NPK,41.4,32,94.4
21.5,62,59,Loamy,Pulses,118,43,89,6.8,153,High,14-35-14,44.3,9,71.6
35.0,40,37,Black,Wheat,87,76,42,8.0,88,Low,DAP,51.8,8,78.7
29.3,38,20,Clayey,Groundnut,99,55,51,6.8,77,Medium,14-35-14,36.9,13,81.6
29.3,40,26,Sandy,Wheat,98,36,36,6.2,166,Low,Urea,68.3,14,80.0
22.2,70,65,Sandy,Groundnut,66,57,52,5.9,322,Medium,MOP,43.3,8,77.7
31.2,59,47,Clayey,Maize,64,37,33,7.3,301,High,10-26-26,64.0,15,69.2
31.0,62,30,Loamy,Rice,129,46,83,5.3,341,Low,Urea,73.7,7,91.7
26.9,86,28,Black,Groundnut,153,55,47,7.2,159,High,DAP,57.2,19,78.7
32.2,69,70,Loamy,Wheat,137,39,85,7.1,143,Medium,DAP,57.1,14,89.2
20.5,42,58,Clayey,Cotton,143,24,96,8.2,244,High,NPK,57.1,34,65.8
33.6,73,59,Red,Pulses,115,31,95,6.4,288,High,MOP,54.6,7,66.9
22.4,36,67,Sandy,Maize,160,55,59,7.8,110,Low,NPK,36.2,9,85.2
29.5,61,42,Loamy,Rice,105,24,53,5.3,58,Low,Urea,50.7,11,87.8
27.4,85,42,Clayey,Wheat,87,40,35,6.0,233,Low,DAP,59.7,16,78.0
29.0,67,22,Red,Pulses,117,37,84,8.1,96,Medium,MOP,34.9,15,87.6
23.4,59,46,Black,Cotton,147,53,72,7.5,143,Medium,Potash,31.9,22,93.5
25.4,55,46,Loamy,Wheat,71,74,53,8.0,236,Medium,DAP,60.1,11,90.9
32.2,73,34,Black,Sugarcane,63,43,44,5.7,261,Low,Urea,79.7,32,101.7
20.8,70,39,Clayey,Cotton,87,67,83,6.7,209,Medium,NPK,50.5,24,82.9
26.0,83,24,Clayey,Cotton,77,39,63,7.6,254,Low,NPK,49.6,34,103.1
28.8,49,21,Red,Rice,144,55,93,6.1,271,Medium,Urea,70.9,11,100.6
28.3,41,58,Black,Wheat,118,68,85,6.5,337,Low,DAP,55.3,11,90.9
25.0,67,47,Clayey,Tomato,79,68,33,5.7,335,Low,Potash,40.8,26,103.0
27.3,72,36,Clayey,Soybean,114,41,82,8.0,56,High,MOP,31.7,14,97.5
34.5,64,42,Loamy,Tomato,55,31,96,5.2,132,High,10-26-26,54.3,22,82.8
22.8,35,20,Loamy,Sugarcane,72,43,57,7.9,274,High,Urea,96.8,33,58.2
28.7,72,21,Clayey,Maize,112,59,48,8.0,116,Medium,10-26-26,36.3,11,87.2
25.6,37,70,Red,Sugarcane,115,23,69,7.2,125,Medium,10-26-26,37.8,33,71.9
30.2,79,57,Loamy,Sugarcane,122,56,35,8.0,298,Low,Urea,83.7,34,80.3
34.7,88,59,Red,Wheat,135,34,76,6.5,286,Medium,NPK,65.7,8,93.5
22.1,85,55,Loamy,Maize,88,64,89,6.6,197,Medium,NPK,48.9,16,107.9
35.0,43,33,Loamy,Rice,116,56,64,7.0,237,Medium,Urea,83.3,10,95.7
30.7,70,23,Loamy,Tomato,63,24,57,6.8,84,Medium,10-26-26,37.7,31,92.5
30.5,71,52,Loamy,Maize,87,42,95,6.3,184,Low,NPK,52.9,14,99.5
23.4,65,21,Black,Groundnut,56,56,56,6.0,84,Low,DAP,39.9,17,97.3
26.4,49,54,Clayey,Rice,100,68,44,8.0,93,Low,Urea,56.1,20,78.5
20.5,69,38,Loamy,Cotton,50,48,84,5.2,181,Medium,NPK,45.5,35,87.7
32.7,70,57,Black,Soybean,160,53,91,6.8,232,Low,MOP,33.9,11,91.4
34.2,55,58,Clayey,Maize,110,62,57,7.1,250,High,10-26-26,57.0,18,81.5
25.6,77,35,Loamy,Maize,81,77,95,6.2,84,Medium,NPK,40.3,12,91.5
24.5,41,54,Sandy,Pulses,127,75,30,6.7,345,Low,DAP,69.3,8,95.9
37.4,70,61,Loamy,Groundnut,54,34,46,6.6,201,Low,MOP,39.9,14,93.1
31.6,68,55,Red,Maize,78,74,33,6.4,169,Low,DAP,51.9,8,73.7
26.8,56,32,Black,Wheat,97,30,99,5.6,293,High,DAP,71.1,9,88.0
27.9,67,52,Loamy,Rice,74,52,72,7.1,337,Medium,Urea,91.2,9,107.8
29.1,59,56,Sandy,Wheat,86,29,37,5.2,322,Medium,Urea,90.7,14,94.3
32.8,54,28,Clayey,Sugarcane,66,48,33,6.2,217,High,Urea,105.1,34,71.4
26.6,48,62,Sandy,Wheat,116,63,79,8.0,275,Medium,Urea,67.0,8,80.2
35.8,50,69,Black,Rice,70,50,51,7.1,190,Low,NPK,49.2,19,74.0
21.3,64,33,Clayey,Maize,125,54,62,7.5,65,High,10-26-26,33.5,15,80.6
20.3,63,67,Red,Soybean,98,28,39,6.2,252,Medium,14-35-14,48.4,13,81.2
20.5,61,37,Red,Groundnut,106,60,99,7.0,264,Low,Urea,61.5,20,84.7
27.1,80,70,Red,Sugarcane,141,30,86,7.4,93,Medium,10-26-26,32.9,35,98.9
33.8,89,49,Sandy,Rice,143,38,34,6.4,195,Low,DAP,63.6,17,87.4
29.1,74,49,Loamy,Sugarcane,86,58,64,7.8,231,High,Urea,93.7,26,95.5
26.5,89,65,Black,Groundnut,64,47,95,6.7,278,Low,DAP,60.6,18,77.3
21.9,64,20,Clayey,Tomato,57,44,85,5.6,70,Low,Potash,24.1,25,88.0
20.2,79,42,Black,Soybean,136,48,49,6.2,168,Medium,MOP,34.0,20,83.7
27.9,67,49,Sandy,Maize,89,22,90,7.5,306,Low,NPK,62.3,16,79.2
32.5,84,55,Clayey,Soybean,140,74,30,6.4,247,Medium,MOP,48.4,20,97.1
36.1,86,47,Black,Maize,153,33,86,6.2,125,High,Urea,81.8,12,85.4
24.7,84,43,Loamy,Pulses,60,54,61,6.2,323,Medium,14-35-14,57.0,15,78.1
33.8,70,47,Loamy,Sugarcane,67,50,62,8.1,273,High,Urea,98.7,27,64.5
32.5,81,59,Loamy,Rice,159,58,67,6.2,298,High,Urea,99.3,10,98.5
36.8,52,38,Clayey,Rice,157,30,87,8.0,296,Medium,Urea,86.3,20,80.7
28.4,50,59,Black,Soybean,89,27,91,5.5,94,Low,MOP,30.2,10,107.1
35.5,64,45,Sandy,Groundnut,136,79,31,8.0,246,High,MOP,51.0,20,80.7
34.2,61,59,Loamy,Sugarcane,141,59,61,6.2,226,Low,Urea,62.2,31,107.7
21.6,51,35,Loamy,Groundnut,132,32,33,5.6,340,High,MOP,52.1,7,82.2
20.7,35,32,Red,Rice,68,38,98,7.3,306,Low,Urea,78.8,12,97.5
20.1,41,70,Black,Soybean,55,25,50,6.2,284,Medium,MOP,45.0,16,82.8
24.0,78,52,Clayey,Groundnut,148,57,61,6.1,77,Medium,14-35-14,30.6,17,107.8
28.1,74,42,Black,Soybean,91,47,53,7.3,133,High,MOP,44.2,19,68.4
29.4,82,60,Black,Rice,126,62,98,6.5,266,Medium,NPK,56.1,17,93.6
21.7,62,65,Red,Pulses,71,21,83,7.0,186,High,MOP,48.9,8,64.6
25.0,62,25,Clayey,Maize,121,35,50,6.6,69,High,10-26-26,38.1,12,75.1
34.7,81,27,Clayey,Cotton,62,71,95,6.7,267,High,NPK,72.8,23,74.7
